time_s,target_speed_mps,measured_latency_ms,method
108.0,5.324429495415053,183.02327891715396,proposed
108.5,5.3671875261503335,180.88047477812736,proposed
109.0,5.410721929969945,183.46729233829024,proposed
109.5,5.455002870568103,179.90762632984251,proposed
110.0,5.500000000000001,127.6954367501013,proposed
110.5,5.545682479480782,129.6102433819836,proposed
111.0,5.5920190005209065,130.04858662707633,proposed
111.5,5.6389778063834095,133.34646791565467,proposed
112.0,5.6865267138484,132.69088605346562,proposed
112.5,5.734633135269819,128.32559263654227,proposed
113.0,5.783264100909398,122.85942516349525,proposed
113.5,5.832386281532457,131.23608252292206,proposed
114.0,5.881966011250105,130.6112603037051,proposed
114.5,5.9319693105921525,129.36809570933812,proposed
115.0,5.9823619097949585,131.59280086686297,proposed
115.5,6.03310927228819,127.02567764503948,proposed
116.0,6.084176618364482,122.11990249378084,proposed
116.5,6.135528949015704,125.00256197127769,proposed
117.0,6.187131069919538,116.91230145160802,proposed
117.5,6.238947615559897,130.27534418416255,proposed
118.0,6.290943073464693,128.2358982231545,proposed
118.5,6.343081808544309,131.94280942160435,proposed
119.0,6.395328087514112,131.51424061760005,proposed
119.5,6.447646103384253,126.54077010647498,proposed
120.0,6.499999999999997,105.20194172878809,proposed
120.5,6.552353896615746,105.34900285684611,proposed
121.0,6.6046719124858875,116.16034149650311,proposed
121.5,6.6569181914556905,107.89465782658185,proposed
122.0,6.709056926535306,107.40616748117344,proposed
122.5,6.761052384440102,109.66579126432536,proposed
123.0,6.8128689300804615,102.15401178770941,proposed
123.5,6.864471050984295,106.91116981060915,proposed
124.0,6.9158233816355175,105.07341187912614,proposed
124.5,6.966890727711809,104.23465158288377,proposed
125.0,7.017638090205041,107.45142367706198,proposed
125.5,7.068030689407847,108.68896099050598,proposed
126.0,7.118033988749895,103.48024383385736,proposed
126.5,7.167613718467542,107.03762750394853,proposed
127.0,7.216735899090601,108.81991700762771,proposed
127.5,7.26536686473018,110.30636618098252,proposed
128.0,7.313473286151599,107.40863197134131,proposed
128.5,7.36102219361659,109.82012621573318,proposed
129.0,7.4079809994790935,107.09098665105896,proposed
129.5,7.454317520519217,113.62589621126122,proposed
130.0,7.499999999999998,110.67607202546438,proposed
130.5,7.544997129431897,105.81532076056607,proposed
131.0,7.589278070030055,106.51869432431867,proposed
131.5,7.6328124738496665,110.06913222153428,proposed
132.0,7.675570504584946,106.39986976796459,proposed
132.5,7.717522858017441,100.77977308063885,proposed
133.0,7.758640782099675,109.68288917351556,proposed
133.5,7.798896096660366,106.96677570306268,proposed
134.0,7.838261212717716,111.21945301852024,proposed
134.5,7.876709151387507,108.66336031029162,proposed
135.0,7.914213562373095,111.08357585761878,proposed
135.5,7.950748742024574,118.5761396710466,proposed
136.0,7.986289650954789,113.62831896177484,proposed
136.5,8.020811931200063,107.09720100785658,proposed
137.0,8.054291922913942,110.19266792741882,proposed
137.5,8.08670668058247,108.97044106730645,proposed
138.0,8.118033988749895,109.57359816276589,proposed
138.5,8.148252377244031,102.22965932840202,proposed
139.0,8.177341135890849,112.71765604059908,proposed
139.5,8.205280328708184,99.27888365309465,proposed
140.0,8.232050807568877,108.4314844373707,proposed
140.5,8.25763422532393,101.47339760398908,proposed
141.0,8.282013048376735,105.68608732616053,proposed
141.5,8.30517056869972,109.33858951855784,proposed
142.0,8.327090915285202,111.9744977602539,proposed
142.5,8.347759065022574,112.58796513317286,proposed
143.0,8.367160852994404,107.72787393031409,proposed
143.5,8.385282982184357,112.46206596350602,proposed
144.0,8.402113032590307,108.24953175352606,proposed
144.5,8.417639469736386,105.65124078774457,proposed
145.0,8.431851652578136,109.99322034966707,proposed
145.5,8.444739840795354,104.83000303034892,proposed
146.0,8.456295201467611,107.96723268344576,proposed
146.5,8.466509815127909,106.5851853870409,proposed
147.0,8.475376681190275,102.29983318561682,proposed
147.5,8.48288972274762,109.81827339596002,proposed
148.0,8.489043790736547,109.0759875918663,proposed
148.5,8.493834667466256,113.10204628222283,proposed
149.0,8.497259069509148,101.02613495328978,proposed
149.5,8.499314649951115,105.64681823381761,proposed
150.0,8.5,113.011995961058,proposed
150.5,8.499314649951115,110.61828037314599,proposed
151.0,8.497259069509148,111.39749015261474,proposed
151.5,8.493834667466256,114.30698768927323,proposed
152.0,8.489043790736547,105.44223703467918,proposed
152.5,8.48288972274762,105.04318982372219,proposed
153.0,8.475376681190275,111.92377986303963,proposed
153.5,8.466509815127909,111.03505420929248,proposed
154.0,8.456295201467611,107.99916954791979,proposed
154.5,8.444739840795354,107.88519548384605,proposed
155.0,8.431851652578137,104.61612591662649,proposed
155.5,8.417639469736386,114.81386566834658,proposed
156.0,8.402113032590307,116.6058245243583,proposed
156.5,8.385282982184357,112.96841516610851,proposed
157.0,8.367160852994404,111.11164904885287,proposed
157.5,8.347759065022574,110.85952413134774,proposed
158.0,8.3270909152852,109.82403293812384,proposed
158.5,8.30517056869972,101.44956714272301,proposed
159.0,8.282013048376735,106.59682011744309,proposed
159.5,8.257634225323931,111.77914374128565,proposed
160.0,8.232050807568879,105.11211159785819,proposed
160.5,8.205280328708184,109.12170653007396,proposed
161.0,8.177341135890849,113.1278235634033,proposed
161.5,8.148252377244031,113.19195510891255,proposed
162.0,8.118033988749895,112.24868909155013,proposed
162.5,8.08670668058247,109.63475350594194,proposed
163.0,8.054291922913942,111.69114591355849,proposed
163.5,8.020811931200061,107.53441849253339,proposed
164.0,7.986289650954791,115.31233901423896,proposed
164.5,7.950748742024575,102.13691601745013,proposed
165.0,7.914213562373097,108.7717763811701,proposed
165.5,7.87670915138751,106.6153665990567,proposed
166.0,7.838261212717715,111.22964217424676,proposed
166.5,7.798896096660369,107.1420301871264,proposed
167.0,7.758640782099673,118.17250928769263,proposed
167.5,7.717522858017442,112.1628877766639,proposed
168.0,7.675570504584947,104.50562088419758,proposed
168.5,7.632812473849666,97.83581875383838,proposed
169.0,7.589278070030054,103.94820406186994,proposed
169.5,7.5449971294319,110.74588894177853,proposed
170.0,7.499999999999999,107.44690821889807,proposed
170.5,7.454317520519219,106.20512596115239,proposed
171.0,7.407980999479096,105.60644319070215,proposed
171.5,7.361022193616589,111.81930546331638,proposed
172.0,7.313473286151602,107.17553216518128,proposed
172.5,7.2653668647301775,106.75947723987287,proposed
173.0,7.216735899090602,112.47799360564814,proposed
173.5,7.167613718467543,114.74804950783702,proposed
174.0,7.118033988749896,104.04451951416426,proposed
174.5,7.068030689407846,113.21256430383656,proposed
175.0,7.017638090205045,108.05810598334762,proposed
175.5,6.966890727711811,112.17276044808082,proposed
176.0,6.915823381635522,111.1223177314037,proposed
176.5,6.864471050984294,108.580123190086,proposed
177.0,6.812868930080461,108.74943677126032,proposed
177.5,6.761052384440106,111.17308487361908,proposed
178.0,6.709056926535306,104.11405239792207,proposed
178.5,6.656918191455691,103.92880342893623,proposed
179.0,6.604671912485889,116.82365545776531,proposed
179.5,6.552353896615747,113.1707852460449,proposed
180.0,6.500000000000001,112.46978660011582,proposed
180.5,6.447646103384257,107.87539041589338,proposed
181.0,6.3953280875141125,101.94454111263265,proposed
181.5,6.34308180854431,106.37912298132528,proposed
182.0,6.2909430734646925,110.14024470954143,proposed
182.5,6.238947615559896,113.10328018967657,proposed
183.0,6.18713106991954,110.21331762482288,proposed
183.5,6.135528949015704,110.32514832662244,proposed
184.0,6.084176618364483,107.81434007280531,proposed
184.5,6.033109272288191,111.09893578277008,proposed
185.0,5.982361909794959,104.86366197850518,proposed
185.5,5.931969310592156,108.99694872898232,proposed
186.0,5.881966011250106,107.58243151133672,proposed
186.5,5.832386281532458,114.28161030189945,proposed
187.0,5.7832641009094,97.0772981554798,proposed
187.5,5.734633135269821,107.89323658188933,proposed
188.0,5.6865267138484,109.4969068735759,proposed
188.5,5.638977806383412,101.08583568994187,proposed
189.0,5.592019000520906,111.46204280506795,proposed
189.5,5.545682479480785,107.97359770490758,proposed
190.0,5.499999999999998,104.68418840032672,proposed
190.5,5.455002870568103,112.57402420468618,proposed
191.0,5.410721929969947,105.5247352811498,proposed
191.5,5.367187526150335,111.73421231514551,proposed
192.0,5.324429495415054,109.2465524125711,proposed
192.5,5.282477141982559,106.86009238147759,proposed
193.0,5.241359217900325,104.46260092820147,proposed
193.5,5.201103903339632,105.64607423256996,proposed
194.0,5.161738787282286,112.01915646582634,proposed
194.5,5.123290848612491,113.11215788963867,proposed
195.0,5.085786437626907,111.27960142692244,proposed
195.5,5.049251257975424,108.38328326373964,proposed
196.0,5.013710349045213,111.27153520820336,proposed
196.5,4.979188068799939,109.76550407277148,proposed
197.0,4.945708077086059,106.09224424861166,proposed
197.5,4.91329331941753,104.83608090644239,proposed
198.0,4.881966011250105,107.24562744827671,proposed
198.5,4.851747622755969,105.96147229734987,proposed
199.0,4.822658864109152,109.01934745990923,proposed
199.5,4.794719671291816,114.92480537351406,proposed
200.0,4.767949192431122,109.61949212590744,proposed
200.5,4.74236577467607,166.87677492788495,proposed
201.0,4.717986951623264,161.00209111301453,proposed
201.5,4.69482943130028,160.32891389466252,proposed
202.0,4.672909084714799,154.93988187318135,proposed
202.5,4.652240934977428,163.55916142977154,proposed
203.0,4.632839147005598,158.37563207629714,proposed
203.5,4.614717017815643,157.55747939073262,proposed
204.0,4.597886967409693,156.94735959751824,proposed
204.5,4.582360530263614,162.41556376085677,proposed
205.0,4.568148347421863,158.68831828229878,proposed
205.5,4.555260159204646,167.58684418723038,proposed
206.0,4.5437047985323895,165.47605595612282,proposed
206.5,4.5334901848720905,158.86342340100853,proposed
207.0,4.524623318809725,151.50345518469794,proposed
207.5,4.51711027725238,161.4735212642777,proposed
208.0,4.510956209263453,159.75980736972616,proposed
208.5,4.506165332533744,164.55970020100466,proposed
209.0,4.502740930490852,161.0538438599059,proposed
209.5,4.500685350048885,165.60379832306535,proposed
210.0,4.5,162.97310113935163,proposed
210.5,4.500685350048885,175.89327440601295,proposed
211.0,4.502740930490852,178.0122316407988,proposed
211.5,4.506165332533744,179.18219383597275,proposed
212.0,4.510956209263454,180.32618556424887,proposed
212.5,4.517110277252379,179.9214107443631,proposed
213.0,4.524623318809725,183.87371931915268,proposed
213.5,4.533490184872091,183.0112225110425,proposed
214.0,4.543704798532389,179.31544314468573,proposed
214.5,4.555260159204646,183.65101046071754,proposed
215.0,4.568148347421863,176.31547129018787,proposed
215.5,4.582360530263613,183.7965647309476,proposed
216.0,4.597886967409693,184.4758523916642,proposed
216.5,4.614717017815643,182.1019908915559,proposed
217.0,4.632839147005595,183.10275913565377,proposed
217.5,4.652240934977427,183.6285311463099,proposed
218.0,4.672909084714798,185.1908755761465,proposed
218.5,4.694829431300279,183.96727915767332,proposed
219.0,4.717986951623265,185.8300030161544,proposed
219.5,4.742365774676069,174.70824263132985,proposed
220.0,4.767949192431123,181.5297572174364,proposed
220.5,4.794719671291815,180.81621450709383,proposed
221.0,4.822658864109151,181.60900051438355,proposed
221.5,4.851747622755968,184.6037338568568,proposed
222.0,4.881966011250104,181.5159766449499,proposed
222.5,4.913293319417529,181.35424777539467,proposed
223.0,4.945708077086058,182.86813916927036,proposed
223.5,4.979188068799935,174.9735883261657,proposed
224.0,5.013710349045212,187.22410974797663,proposed
224.5,5.049251257975425,180.5809894772427,proposed
225.0,5.085786437626903,186.90806132562318,proposed
225.5,5.123290848612493,177.58154315752,proposed
226.0,5.161738787282282,177.35057631202042,proposed
226.5,5.201103903339634,180.08974944873464,proposed
227.0,5.2413592179003246,181.14325065287673,proposed
227.5,5.282477141982558,178.96905090603508,proposed
228.0,5.324429495415053,177.78193625784604,proposed
228.5,5.367187526150334,182.4820141440618,proposed
229.0,5.4107219299699425,186.79919657976802,proposed
229.5,5.455002870568102,187.63685300714758,proposed
230.0,5.5,179.82654691647676,proposed
230.5,5.545682479480781,176.68255005437177,proposed
231.0,5.592019000520907,179.94854040979916,proposed
231.5,5.638977806383408,187.84596970661877,proposed
232.0,5.686526713848401,185.1150147213005,proposed
232.5,5.734633135269819,182.54275669864634,proposed
233.0,5.783264100909398,179.13186135374286,proposed
233.5,5.8323862815324565,184.64790451505533,proposed
234.0,5.881966011250104,190.05053123388615,proposed
234.5,5.931969310592151,180.42908842732987,proposed
235.0,5.9823619097949585,173.11898480232375,proposed
235.5,6.033109272288189,176.89536745654777,proposed
236.0,6.084176618364482,181.25004854808552,proposed
236.5,6.135528949015706,180.37726666789385,proposed
237.0,6.187131069919536,186.4422493287066,proposed
237.5,6.238947615559898,178.63364928383572,proposed
238.0,6.290943073464691,180.30224833217824,proposed
238.5,6.343081808544309,178.41017447390809,proposed
239.0,6.395328087514111,184.11594263993229,proposed
239.5,6.447646103384252,177.55805938444774,proposed
240.0,6.499999999999996,127.56068082630435,proposed
240.5,6.552353896615745,122.40616130082614,proposed
241.0,6.6046719124858875,126.38546935081797,proposed
241.5,6.65691819145569,135.1510697807914,proposed
242.0,6.7090569265353075,135.60336909741727,proposed
242.5,6.7610523844401005,131.19567389191693,proposed
243.0,6.812868930080462,130.26473871389834,proposed
243.5,6.864471050984292,125.9829973722315,proposed
244.0,6.915823381635517,129.29612761317932,proposed
244.5,6.966890727711809,129.16280659807865,proposed
245.0,7.01763809020504,108.56956503096923,proposed
245.5,7.0680306894078475,111.72631027049016,proposed
246.0,7.118033988749894,104.72623930942405,proposed
246.5,7.167613718467541,118.74817819532949,proposed
247.0,7.2167358990906,114.99913737816904,proposed
247.5,7.265366864730179,105.25208735153508,proposed
248.0,7.313473286151598,108.93025933747919,proposed
248.5,7.3610221936165905,106.10471642014504,proposed
249.0,7.407980999479091,111.0447172587089,proposed
249.5,7.454317520519218,108.14314744672143,proposed
250.0,7.499999999999998,100.97318445492581,proposed
250.5,7.544997129431896,104.81622449600036,proposed
251.0,7.589278070030056,113.80595473755105,proposed
251.5,7.632812473849665,107.62454484931085,proposed
252.0,7.675570504584945,107.58799313009821,proposed
252.5,7.717522858017441,111.1766795577697,proposed
253.0,7.758640782099675,112.25981742644525,proposed
253.5,7.798896096660364,108.14365319043362,proposed
254.0,7.8382612127177165,99.83601373095364,proposed
254.5,7.876709151387506,105.2877274283614,proposed
255.0,7.914213562373096,99.9241227734269,proposed
255.5,7.950748742024574,102.90166933669192,proposed
256.0,7.986289650954787,108.80833929638003,proposed
256.5,8.020811931200063,108.68489557727804,proposed
257.0,8.05429192291394,113.60163974111416,proposed
257.5,8.08670668058247,108.36899647009324,proposed
258.0,8.118033988749895,104.98748761238757,proposed
258.5,8.148252377244031,113.31166923438569,proposed
259.0,8.177341135890847,115.50457093868876,proposed
259.5,8.205280328708184,112.16629699350001,proposed
260.0,8.232050807568875,108.23096664255638,proposed
260.5,8.257634225323931,107.2678865589399,proposed
261.0,8.282013048376735,103.73371573702997,proposed
261.5,8.30517056869972,105.33953656129741,proposed
262.0,8.327090915285202,106.70659771795523,proposed
262.5,8.347759065022572,103.20288917025873,proposed
263.0,8.367160852994404,107.16028416227954,proposed
263.5,8.385282982184357,107.3735711421832,proposed
264.0,8.402113032590307,113.59756160883782,proposed
264.5,8.417639469736386,102.02385258871224,proposed
265.0,8.431851652578137,109.18966155450414,proposed
265.5,8.444739840795354,103.05605948758092,proposed
266.0,8.456295201467611,100.6760648926479,proposed
266.5,8.466509815127909,106.5229658762075,proposed
267.0,8.475376681190275,108.5754766995607,proposed
267.5,8.48288972274762,113.5888918382362,proposed
268.0,8.489043790736545,107.42301066582982,proposed
268.5,8.493834667466256,106.34602810220224,proposed
269.0,8.497259069509148,105.69218680272965,proposed
269.5,8.499314649951115,106.42995490501728,proposed
270.0,8.5,94.41276630641444,proposed
270.5,8.499314649951115,105.22285817580791,proposed
271.0,8.497259069509148,111.70623893405721,proposed
271.5,8.493834667466256,98.68572016578034,proposed
272.0,8.489043790736547,106.83950611385191,proposed
272.5,8.48288972274762,107.3451783409429,proposed
273.0,8.475376681190275,111.36555655180628,proposed
273.5,8.46650981512791,108.96674116729336,proposed
274.0,8.456295201467611,110.18702618451103,proposed
274.5,8.444739840795354,105.51619862540262,proposed
275.0,8.431851652578137,101.4668076476127,proposed
275.5,8.417639469736386,106.3799276121134,proposed
276.0,8.402113032590307,107.92929708820746,proposed
276.5,8.385282982184359,113.1317698879255,proposed
277.0,8.367160852994404,102.78922825878348,proposed
277.5,8.347759065022574,116.85519621176458,proposed
278.0,8.327090915285202,109.19004791061158,proposed
278.5,8.30517056869972,105.45528365695408,proposed
279.0,8.282013048376736,105.24769093399325,proposed
279.5,8.25763422532393,107.86126206359882,proposed
280.0,8.232050807568879,108.22931157254078,proposed
280.5,8.205280328708186,108.55291489409089,proposed
281.0,8.177341135890849,111.05029768532874,proposed
281.5,8.148252377244033,105.85524601015184,proposed
282.0,8.118033988749897,108.92535682753733,proposed
282.5,8.086706680582472,107.16005649455457,proposed
283.0,8.054291922913942,115.0868748892464,proposed
283.5,8.020811931200063,101.26833829886273,proposed
284.0,7.986289650954789,117.08063673568707,proposed
284.5,7.950748742024578,104.96559350687163,proposed
285.0,7.914213562373095,104.15798112661183,proposed
285.5,7.8767091513875105,107.31531935333744,proposed
286.0,7.838261212717716,109.36430490489883,proposed
286.5,7.798896096660369,107.04693835141714,proposed
287.0,7.758640782099676,110.88994519632769,proposed
287.5,7.717522858017443,106.70211865316514,proposed
288.0,7.675570504584947,105.92537294362387,proposed
288.5,7.6328124738496665,104.80171738445236,proposed
289.0,7.589278070030055,113.54187632235293,proposed
289.5,7.5449971294318985,110.0375284037677,proposed
